count,id,title,longitude,latitude,elevation
36,6,"Allentown, Muhlenberg College",-75.508471,40.596407,0
193,7,"Amsterdam, Allard Pierson Museum",4.892946,52.368768,0
64,20,"Austin, University of Texas",-97.74116299999999,30.284251,0
119,22,"Baltimore, Johns Hopkins University",-76.61949,39.328994,0
46,27,"Basel, Universitätsbibliothek",7.580962,47.55963700000001,0
25,42,"Beuron, Erzabtei",8.969905000000001,48.050392,0
1,44,"Blackburn, Museum and Art Galleries",-2.484351,53.750446,0
14,45,"Bloomington, Indiana University",-86.514905,39.169135,0
86,46,"Bologna, Biblioteca Universitaria",11.352946,44.49696,0
1,48,"Bologna, Biblioteca dell'Archiginnasio",11.343418,44.492103,0
126,49,"Bologna, Museo Civico Archeologico",11.343433,44.492026,0
21,50,"Bolton, Museum",-2.431364,53.577458,0
85,59,"Bremen, Staatsbibliothek",8.853804,53.108174,0
7,60,"Brighton, Museum",-0.138316,50.823382,0
1384,72,"Cairo, Coptic Museum",31.230183,30.006038,0
388,79,"Cambridge, University Library",0.10776,52.205068,0
164,81,"Cambridge, Fitzwilliam Museum",0.119944,52.199534,0
135,87,"Cambridge (MA), Harvard University Library",-71.11591900000001,42.373171,0
1,88,"Cambridge (MA), Harvard University Semitic Museum",-71.11392499999999,42.378071,0
1,91,"Cheltenham, Ladies' College",-2.081544,51.897761,0
6,99,"Chicago, University Library",-87.599934,41.79218,0
2,107,"Crowthorne, Wellington College",-0.806423,51.364374,0
10,114,"Dublin, Royal Irish Academy",-6.258220000000001,53.340698,0
5,117,"Dunedin, Otago Museum",170.510192,-45.865689,0
56,118,"Durham, Cathedral Library",-1.577053,54.773062,0
9,120,"Durham, University Library",-1.576441,54.774584,0
25,123,"Edinburgh, University Library",-3.18915,55.94270999999999,0
2074,128,"Florence, Biblioteca Medicea Laurenziana",11.25404,43.774326,0
3,130,"Florence, Archivio Statale",11.270559,43.769118,0
1,132,"Fleetwood, Rossal School",-3.043282,53.894038,0
55,137,"Geneva, Fondation Bodmer",6.180628999999999,46.21526799999999,0
201,139,"Ghent, University",3.725216,51.045201,0
167,142,"Glasgow, Hunterian Museum",-4.288856,55.87307100000001,0
35,148,"Groningen, University Library",6.577113,53.22101,0
68,155,"Heerlen, Thermenmuseum",5.976404,50.885332,0
1605,156,"Heidelberg, Institut für Papyrologie",8.705323999999999,49.41222299999999,0
78,162,"Innsbruck, Landesmuseum",11.397674,47.2673,0
30,166,"Jerusalem, Hebrew University, Library",35.242887,31.793002,0
14,176,"Leeds, University",-1.553388,53.807958,0
5413,192,"London, British Library",-0.127676,51.52997200000001,0
5496,193,"London, British Museum",-0.126957,51.519413,0
1,213,"Magdeburg, Kulturhistorisches Museum",11.629409,52.125387,0
1396,218,"Manchester, John Rylands Library",-2.24876,53.48027399999999,0
52,219,"Manchester, University Museum",-2.234424,53.46650799999999,0
198,226,"Milan, Biblioteca Ambrosiana",9.185788000000001,45.463479,0
1,230,"Mississippi, University",-90.329751,32.337362,0
157,232,"Montserrat, Abadia",1.837676,41.593326,0
363,239,"Naples, Biblioteca Nazionale",14.249565,40.83619,0
7,241,"New Haven, Yale University, Peabody Museum",-72.921115,41.315998,0
770,242,"New Haven, Yale University, Beinecke Library",-72.927257,41.311585,0
19,243,"New Wilmington, Westminster College",-80.32826300000001,41.118097,0
674,244,"New York, Brooklyn Museum",-73.96363100000001,40.671206,0
6,248,"New York, Museum of the New York Historical Society",-73.97423000000001,40.779281,0
17,254,"Newton Centre, Andover Newton Theological School",-71.19031200000001,42.325285,0
4790,263,"Oxford, Ashmolean Museum",-1.260064,51.75530199999999,0
1625,265,"Oxford, Bodleian Library",-1.254048,51.754062,0
2,273,"Paris, Musée Guimet",2.29369,48.865101,0
2,277,"Philadelphia, Free Library",-75.145338,40.031763,0
263,280,"Philadelphia, University of Pennsylvania Museum",-75.191734,39.950322,0
14,285,"Poughkeepsie, Vassar College",-73.89543399999999,41.686904,0
12,290,"Princeton, Theological Seminary",-74.66610799999999,40.344719,0
2,297,"Rimini, Biblioteca Civica Gambalunga",12.567999,44.061891,0
59,300,"Rotterdam, Erasmus University Library",4.468944,51.910554,0
12,309,"South Hadley, Mount Holyoke College",-72.575767,42.256729,0
211,325,"Sydney, Nicholson Museum",151.188784,-33.886395,0
1079,334,"Turin, Museo Egizio",7.684304,45.06843,0
8,335,"Toronto, University of Toronto",-79.39888000000001,43.664088,0
3,340,"Tübingen, Universitätsbibliothek",9.06176,48.5251,0
43,345,"Urbana-Champaign, University of Illinois",-88.22111599999999,40.107635,0
187,350,"Warsaw, National Museum",21.02474,52.231687,0
4,352,"Washington, Library of Congress",-77.00471899999999,38.888684,0
332,358,"Vienna, Kunsthistorisches Museum",16.361787,48.203802,0
5,362,"Vienna, Gymnasium Theresianum",16.370899,48.193088,0
32,373,"Krakow, Archaeological Museum",19.936002,50.057418,0
565,378,"Toronto, Royal Ontario Museum",-79.394777,43.66771,0
145,379,"Leeds, City Museum",-1.546834,53.801548,0
1,393,"Glasgow, Burrell Collection",-4.307628,55.83089,0
12,405,"The Hague, Museum Meermanno-Westreenianum",3.497719,51.563788,0
54,406,"Dublin, University College",-6.203900000000001,53.29624,0
3,409,"Lemgo, Gymnasium",8.895822000000001,52.027676,0
46,410,"Hildesheim, Roemer-Pelizaeus-Museum",9.944096999999999,52.14943499999999,0
13,411,"Minneapolis, University of Minnesota",-93.24311400000001,44.97327,0
20,425,"Detroit, Institute of Arts",-83.065213,42.359114,0
17,430,"Pittsburgh, Carnegie Museum",-79.95004299999999,40.443371,0
47,448,"Stockholm, Medelhavsmuseet",18.067367,59.32939900000001,0
17,455,"Cleveland, Museum of Art",-81.611358,41.508938,0
15,459,"Bremen, Überseemuseum",8.810533,53.083344,0
64,466,"Dublin, National Museum",-6.286526,53.348295,0
1,467,"Easton, Lafayette College",-75.207945,40.699878,0
